2, [5752.62, 5828.9, 5740.14, 1586.36, 0.0]
4, [3109.76, 3628.12, 1306.66, 4852.99]
7, [2334.59, 473.9, 0.0, 1641.94, 0.0, 1253.74]
1, [6203.38, 4802.01, 527.47, 0.0, 1324.26, 0.0]
5, [3640.35, 4574.15, 3055.64, 4984.9]
6, [3683.99, 0.0, 738.94, 3670.85, 342.49]
3, [2635.91, 0.0, 4411.3, 1060.88, 0.0, 5483.86]
